chunk,rule_number,section,article,text
51,Rule 7,Section 3,Article 3,"Kicker
              Unnecessary roughness against a punter, or field goal kicker is illegal. Any excessively rough contact
              on the Kicker or Punter shall be ruled as Unnecessary Roughness regardless of where the contact is. If a
              player touches the ball prior to contacting the kicker’s plant leg they can still be called for Roughing the
              Kicker."
51,Rule 7,Section 3,Article 4,"Place Kick Holder
              The holder of a place kick for a field goal or convert attempt shall be given the same protection as a
              kicker."
51,Rule 7,Section 3,Article 5,"Face Mask / Helmet
              It shall be illegal to grasp the helmet of an opponent by closing the fingers on the face mask, chin strap
              and other helmet opening (ear holes)."
51,Rule 7,Section 3,Article 6,"Head Tackling, Clotheslining
              It shall be illegal to tackle around the head, in the open field, or straight arm tackle to the head,
              commonly referred to as «clotheslining»."
51,Rule 7,Section 3,Article 7,"Spearing
              Spearing is driving of the helmet into a player who is down, or is held so to be going down, or whose
              forward progress has been stopped, or who is in a position unable to protect themselves. A player shall
              be called for Spearing even if committing before the ball is dead, if using the head and helmet as the
              primary or main point of force."
51,Rule 7,Section 3,Article 8,"Head Leading Block or Tackle
              a) Head Leading Block – no player, including the ball carrier, shall use the helmet to butt or ram an
                    opponent.
              b) Head Leading Tackle – no player shall strike the runner with the crown or top of the helmet."
51,Rule 7,Section 3,Article 9,"Use of Hands and Arms
              The illegal use of hands and arms shall be ruled as unnecessary roughness if contact is made with the fist,
              heel of the hand, or elbow, if the blocking arm is cocked by swinging back of the body line prior to contact,
              or if the blocking arm is driven upward and forward in the manner commonly known as an «elbow
              smash,» or if the blocker turns their body at the waist or pivots in a manner to add force to the blow, or if
              contact is made with clasped hands, or if the opponent is struck above the shoulder with the hand or arm
              in an unnecessarily rough manner including the striking of the head, commonly called a «head slap»."
52,Rule 7,Section 3,Article 8,"heel of the hand, or elbow, if the blocking arm is cocked by swinging back of the body line prior to contact, or if the blocking arm is driven upward and forward in the manner commonly known as an «elbow smash,» or if the blocker turns their body at the waist or pivots in a manner to add force to the blow, or if contact is made with clasped hands, or if the opponent is struck above the shoulder with the hand or arm in an unnecessarily rough manner including the striking of the head, commonly called a «head slap»."
52,Rule 7,Section 3,Article 10 – Crack-Back Blocking,"It shall be illegal for any Team A player to block an opponent below the waist, or deliver a forcible block, in an area from 5 yards ahead of the line of scrimmage, from sideline to sideline, extending back to the Team A deadline, if: 1. The A player is stationed, or in motion, 3 or more yards (metres) outside of the Block Below the Waist Area, at the snap of ball. OR 2. The A player is stationed initially 3 or more yards (metres) outside of the Block Below the Waist Area and moves toward the ball so that the A player is less than 3 yards (metres) from the Block Below the Waist Area at the snap of ball. OR 3. The A player is stationed initially less than 3 yards (metres) from the Block Below the Waist Area, and either before or after the snap of the ball, moves more than 3 yards (meters) from the Block Below the Waist Area, and then returns to less than 3 yards (metres) from the Block Below the Waist Area. AND 4. Moves in the direction of the ball to make the block. (The direction of the ball is toward the position of the ball when it was snapped.) Note: If the Team A player moves into the Block Below the Waist Area prior to the snap, and comes to a complete stop, the player shall not be penalized for crack back block."
52,Rule 7,Section 3,Article 11 – Delayed Knee Blocking,"It shall be illegal for a player to block an opponent, at or below the knees, at the time that the opponent is already being engaged by a team mate of the blocker, with or without physical contact. Penalty for Unnecessary Roughness: Team A – L15 from the appropriate spot, as per Rule 8, Section 5. Team B – L15 from the appropriate spot, and 1D to Team A."
52,Rule 7,Section 3,Article 12 – Protection of Centre,"On all kick plays from scrimmage (punts, field goal attempts, and converts) it is illegal to contact the centre on, or within one yard either side of the line of scrimmage. Penalty: L15, PLS, PBD – AFD Note: Hurdling the center in an attempt to avoid contact is not permissible and is to be penalized the same as if there was contact. Exception the centre has no protection on a quick kick"
52,Rule 7,Section 3,Article 13 – Horse Collar,"a) Grasping an opponent by the inside of the shoulder pads, or by the inside collar of the jersey. b) Grasping the outside of the jersey above the numbers and using this as the primary means of causing a change in the ball carrier’s direction."
52,Rule 7,Section 3,"Article 14 – Illegal Block, Hands to Face","No player of either team may forcibly thrust their hands forward above the frame to contact an opponent on the neck, face, head, or facemask. If the initial contact is to the chest but the hands ride up to the neck, face, head, or facemask and the contact is forcible or prolonged, it shall be a penalty."
52,Rule 7,Section 3,Article 15 – Blocking from the Rear,"Blocking from the rear is blocking an opponent, other than the ball carrier, from the rear, by charging into the opponent’s back with the body, or throwing the body across the back of the legs. The application of penalty is determined by the point of initial contact, and the official who rules on the play must see the play in its entirety. It is illegal except as follows: 1) the block occurs in the Close Line Play area, is made by a player who was positioned in this area when the ball was snapped, and the contact is above the waist. OR OR 2) the initial point of contact is on the side or front of the opponent. OR Or 3) the initial point of contact is from the rear, due to the action of the opponent, such as turning his/her back on the blocker after the blocker has committed to the block. Note 1: The position of the head of the blocker in front of, or behind, the opponent does not determine whether the block is legal or not. The point of contact is the determining factor, modified by (1), (2) and (3) of this article."
53,Rule 7,Section 3,Article 15,"front of the opponent. OR Or 3) the initial point of contact is from the rear, due to the action of the opponent, such as turning his/her back on the blocker after the blocker has committed to the block. Note 1: The position of the head of the blocker in front of, or behind, the opponent does not determine whether the block is legal or not. The point of contact is the determining factor, modified by (1), (2) and (3) of this article. 44 Canadian Amateur Rule Book for Tackle Football Rule 7 Section 3 Article 15 Fouls and Penalties"
53,Rule 7,Section 3,Article 16,"Article 16 – Player in defenseless posture It is a foul if a player initiates unnecessary contact against a player who is in a defenseless posture. a) Players in a defenseless posture are: 1) A player in the act of or just after throwing a pass; 2) A receiver attempting to catch a pass; or who has completed a catch and has not had time to protect themselves or has not clearly become a runner. If the receiver/runner is capable of avoiding or warding off the impending contact of an opponent, they would no longer be a defenseless player; 3) A runner already in the grasp of a tackler and whose forward progress has been stopped; 4) A player attempting to field a kick in the air; 5) A player on the ground; 6) A kicker/punter during the kick or during the return 7) A quarterback at any time after a change of possession 8) A player who receives a block when the blocker is moving toward or parallel to their own end line and approaches the opponent from behind or from the side. 9) A player who is protected from an illegal crack block b) Prohibited contact against a player who is in a defenseless posture is: 1) Forcibly hitting the defenseless player’s head or neck area with the helmet, facemask, forearm, or shoulder regardless of whether the defensive player also uses their arms to tackle the defenseless player by encircling or grasping him/her; or 2) Lowering the head and making forcible contact with the top/crown or forehead/“hairline” parts of the helmet against any part of the defenseless player’s body; or 3) Illegally launching into a defenseless opponent. It is an illegal launch if a player (1) leaves both feet prior to contact to spring forward and upward into opponent, and (2) uses any part of the helmet (including the top/crown or forehead parts) to initiate forcible contact against any part of opponent’s body. Note: This does not apply to contact against a runner, unless the runner is still considered to be a defenseless players. Note 1: The provision of b-2 does not prohibit incidental contact by the mask or helmet in the course of a conventional tackle or block on an opponent. Note 2: A player who initiates contact against a defenseless opponent is responsible for avoiding an illegal act. This includes illegal contact that may occur during the process of attempting to dislodge the ball from an opponent. A standard of strict liability applies for any contact against a defenseless opponent, even if the opponent is an airborne player who is returning to the ground or whose body position is otherwise in motion, and irrespective of any acts by the defenseless opponent, such as ducking head or curling up body in anticipation on contact. Penalty: For unnecessary roughness: Loss of 15 yards and an automatic first down. The player may be disqualified if the action is judged by the official(s) to be flagrant"
53,Rule 7,Section 3,Article 17,Article 17 – Blindside Block It shall be illegal for any player to deliver a forcible block on an opponent while moving back towards or parallel to their own dead ball line anywhere on the field.
53,Rule 7,Section 3,Article 18,"Article 18 – Tourist Hits A player shall be penalized for unnecessary roughness when they commit unnecessary physical contact, including but not limited to, running into, diving into, cut blocking or throwing body on a player who is out of the play or would not have reasonably anticipated such by an opponent, before or after the ball is dead. It is incumbent upon players to know when the play is dead and whether their actions will be deemed reasonable under this rule. If a player is many yards away from the ball carrier and has stopped playing, or the play is clearly going dead and the player is not participating in the play, they should not reasonably expect to be hit. Special attention should be provided to kickers and quarterbacks who have given up on the play. An opponent should not see this as an opportunity for a “free shot”. Canadian Amateur Rule Book for Tackle Football 45 Fouls and Penalties Rule 7 Section 3 Article 18"
54,Rule 7,Section 3,Article 18,"the play is dead and whether their actions will be deemed reasonable under this rule. If a player is many yards away from the ball carrier and has stopped playing, or the play is clearly going dead and the player is not participating in the play, they should not reasonably expect to be hit. Special attention should be provided to kickers and quarterbacks who have given up on the play. An opponent should not see this as an opportunity for a “free shot”. Canadian Amateur Rule Book for Tackle Football 45 Fouls and Penalties Rule 7 Section 3 Article 18"
54,Rule 7,Section 3,Article 19,"Article 19 – Blocking below the waist             It shall be illegal to block an opponent below the waist except when the block occurs in the block below             the waist area, by a player positioned in this area at the snap of the ball, and when the block is above the             knee.             Note: A player coming from outside this zone must come to a complete stop in the zone, prior to the             snap of the ball to be considered positioned in the zone."
54,Rule 7,Section 4: Objectionable Conduct,Article 1,"Section 4: Objectionable Conduct                                                                                   (CB35)  Article 1 – Objectionable Conduct      a)      The use of profane, obscene, insulting language or gestures to an opponent, official, or spectator by any              player, or occupant of the team bench is prohibited.      b)      Unsportsmanlike conduct, such as throwing the ball at an opponent, an official, or occupant of the team              bench is prohibited.      c)      Tactics by players which delay or hinder the smooth operation of the game shall be penalized under this              section. These tactics include spiking the ball, and/or deliberately throwing or kicking the ball away after              it has been declared dead on a play.      d)      Running into, or contacting an official is to be avoided.              Penalty: 1) L10 from point where the ball would have been put into play if no other foul occurred, or                               added to the penalty for any other foul.                          2) If an objectionable conduct penalty is called after the Referee has whistled time in for any                               down, the penalty will be L10 PLS DR, and the distance chains will not be moved (unless a                               first down is gained from a penalty against Team B).      If the foul is of a serious nature, the player or occupant of the bench may be disqualified with no distance      penalty. A disqualified player or occupant of the bench may be banished from the game site at any time at the      discretion of the Referee.      e)      If a player throws a punch at an opponent, without contact, it is considered Objectionable Conduct.      f)      A coach who is playing with the team shall be considered as a player when on the field. A coach who is              operating as a trainer shall be restricted to trainer’s duties while attending an injured player on the field,              and refrain from performing coaching duties at that time.      g)      If a player, coach, or any member of a team is assessed a second Objectionable Conduct penalty during              a game the offending individual shall be removed from play."
54,Rule 7,Section 4: Objectionable Conduct,Article 2,"Article 2 – Discrimination      Any player, team official, or bench occupant, who engages in verbal taunts, insults, or intimidation based      on Discriminatory Grounds shall, in addition to an objectionable conduct penalty, be disqualified for the      remainder of the game. Such player, team official or bench occupant shall be subject to such further discipline      as the supervising body (ie. League, tournament, etc.) may decide.      Discriminatory Grounds include, but are not limited to:              i. Race, national or ethnic origin, skin color, or language spoken;              ii. Religion, Faith, Beliefs;              iii. Age;              iv. Sex, Sexual Orientation, or Gender Identify/Expression;              v. Marital or Familial Status;              vi. Genetic Characteristics;              vii. Disability."
54,Rule 8,,,Rule 8Application of Penalties
54,Rule 8,Section 1,Article 1,Rule 8 Section 1 Article 1                                                                         Application of Penalties
55,Rule 8,Section 1,Article 1,Penalties shall fall into the following categories: a) Loss of Down b) Loss of distance c) Option Penalties d) Penalties after legal gains e) Restricted Penalties f ) Penalties in end zone g) Disqualification h) Unnecessary Roughness and Rough Play Penalties i) Dual and Double Penalties
55,Rule 8,Section 1,Article 2 – Loss of a Down,"In any penalty, loss of a down (LD) means that the down upon which the foul occurred has used up one of the series of 3 consecutive downs permitted."
55,Rule 8,Section 1,Article 3 – Loss of Distance,"Distance penalties of varying lengths may be assessed for various infractions. For any foul calling for a distance penalty, there shall be no loss of down. Exception – Unnecessary Roughness, Rough Play, Objectionable Conduct, Playing without a mouthguard."
55,Rule 8,Section 1,Article 4 – Option Provided,"a) When a foul has been committed on any play, the non-offending team shall be entitled to the penalty, or the option of declining the penalty to take any advantage of field position, score, down, time, etc. The non-offending team may decline a score to accept a penalty, or may decline a penalty to allow a score in order to gain an advantage from field position, or may allow a score to gain an advantage from a better point of application of a penalty such as UR. b) In certain cases, where so stated, a penalty shall be applied without the necessity of choosing an option. This gives the non-offending team the advantage of the play in addition to the penalty. These cases include fouls such as Unnecessary Roughness, Rough Play, Objectionable Conduct, and No Mouthguard, etc. c) A team may decline the distance for any penalty, including those covered in 4 (b) above, if they feel the application of the distance would not be advantageous to them. The non-offending team may decline the penalty for any foul which occurs after the ball has been snapped, during the final play of a period, in order to terminate the period. d) Once the captain entitled to the option has made the choice of accepting or declining the penalty, the choice may not be revoked. e) When dual fouls occur, one or both penalties may be refused. Exception – Unnecessary Roughness, Rough Play, Objectionable Conduct, No Mouthguard. The first option shall be given to the team against whom the first foul occurred. f ) The disqualification penalty cannot be declined by the non-offending team, but immediate legal substitution is permitted. The disqualification shall be entered in the Referee’s report to the appropriate league authority."
56,Rule 8,Section 2,Article 2,"the choice of accepting or declining the penalty, the choice may not be revoked. e) When dual fouls occur, one or both penalties may be refused. Exception – Unnecessary Roughness, Rough Play, Objectionable Conduct, No Mouthguard. The first option shall be given to the first foul occurred. f ) The disqualification penalty cannot be declined by the non-offending team, but immediate legal substitution is permitted. The disqualification shall be entered in the Referee’s report to the appropriate league authority. Canadian Amateur Rule Book for Tackle Football 47 Application of Penalties Rule 8 Section 2 Article 2"
56,Rule 8,Section 2: Penalties and Legal Gains,Article 1 – After First Down Gained,"If Team A or Team B commits a foul on a scrimmage play after Team A has legally gained the distance for 1st down, the penalty shall be applied from the point where the ball was held when the foul occurred, and 1st down awarded at the point where the ball is placed after the penalty application, with 10 to go."
56,Rule 8,Section 2: Penalties and Legal Gains,Article 2 – Before First Down Gained,"If Team A commits a foul on a scrimmage play prior to gaining the distance for 1st down, the penalty shall be applied from the point of last scrimmage, with the down repeated."
56,Rule 8,Section 2: Penalties and Legal Gains,Article 3 – After Change of Possession,"If a team legally obtains possession of the ball by a pass interception, recovered fumble, received kick, and then commits a foul, the penalty shall be applied from the point where the ball was held when the foul occurred and 1st and 10 will be awarded at the point where the ball is placed after the penalty application."
56,Rule 8,Section 2: Penalties and Legal Gains,Article 4 – After Loss of Possession,"a) Kick – If either team commits a foul while the ball is «in flight,» the penalty shall be applied at the point of possession by the team which legally gains possession. Those penalties which are normally applied without option may be applied at PBD at the option of the non-offending team. b) Loose Ball – If the foul directly affects the recovery of the ball, the ball will be awarded to the non-offending team at the PF, automatic 1st down. If point of possession is the end zone, apply from the 10 yard (10 metre) line"
56,Rule 8,Section 2: Penalties and Legal Gains,Article 5 – After the Ball is Dead,"If either team commits a foul after the ball is dead, it shall be ignored unless it is Rough Play, Unnecessary Roughness, or Objectionable Conduct, which will be applied at the appropriate spot. If such a foul occurs after a score, the score shall count, and the foul shall be ignored unless it is Rough Play, Unnecessary Roughness, or Objectionable Conduct, which will be applied on the subsequent scrimmage play, convert, or kick off at the option of the non-offending team. There is no option to decline the score since the infraction occurred during the dead ball period following the score."
56,Rule 8,Section 3: Restrictions Near Goal Line,Article 1 – Inside 30 Yard (Metre) Line,"A yardage penalty applied within 30 yards (metres) of the offending team’s goal line, shall not exceed one half the distance between the point from which the penalty is applied and that goal line. Exception: – pass interference. – double penalties involving UR, RP, including double penalties which form part of a dual penalty. – Unnecessary Roughness and Rough Play The ball shall not be scrimmaged within the 1 yard (1 metre) line."
56,Rule 8,Section 3: Restrictions Near Goal Line,Article 2 – Distance Gained by Restricted Penalty,"If an unrestricted penalty would have resulted in distance gained, or the goal line reached by Team A, a first down shall be awarded."
56,Rule 8,Section 3: Restrictions Near Goal Line,Article 3 – Infraction on Own 1 Yard (Metre) Line,"a) Team A – when PLS is the A 1, and Team A commits any infraction Penalty: 1.2D – LD, 3D – DR. b) Team B – where PLS is the B 1 yard (1 metre) line and Team B commits any infraction Penalty: 1D at 1 yard (1 metre) line to Team A."
56,Rule 8,Section 4,Article 1,48 Canadian Amateur Rule Book for Tackle Football Rule 8 Section 4 Article 1 Application of Penalties
57,Rule 8,Section 4,Article 1,Application of Penalties
57,Rule 8,Section 4,Article 1,"Fouls in Own End Zone Note: A rouge (1 point) will be awarded, under this article, if the ball has been kicked into the end zone. a) Team A 1. If Team A commits a foul in its own end zone while in possession of the ball within its own end zone, Team B shall be awarded a rouge or a safety touch (1 or 2 points) as applicable, or option. 2. If Team A makes an offside pass in its own end zone, and retains possession of the ball, Team B shall be awarded a rouge or a safety touch (1 or 2 points) as applicable, or option. 3. If a kicked ball lands and is loose in the end zone before possession is gained by A, and Team A commits a foul in its own end zone, Team B shall be awarded a rouge (1 point) or option. 4. If an A player fumbles the ball in the Team A end zone, and while the ball is loose, Team A commits illegal interference, thus preventing Team B from gaining possession of the ball in the end zone: Penalty Team B may accept a rouge or a safety touch (1 or 2 points) as applicable or Team B may take possession of the ball as 1st down at the PLS or the 10 yard (10 metre) line, whichever is closer to the goal line. b) Team B 1. If Team B commits a foul in its own end zone, while in possession of the ball within its own end zone, Team A shall be awarded a rouge or safety touch (1 or 2 points) as applicable (Exception – see interception in End Zone – Rule 6, Section 4, Article 11). 2. If Team B makes an offside pass in its own end zone, after receiving a Team A kick in the end zone, Team A shall be awarded a rouge, or option. 3. If Team B makes an offside pass in its own end zone, while intercepting or after intercepting a Team A forward pass, there is no score. If the ball goes dead in the end zone, Team B shall scrimmage at the B 20. If the ball goes dead in the field of play, Team B shall scrimmage at the PBD or at the B 20 at the option of Team A. 4. If a kicked ball lands and is loose in the end zone before possession is gained by B, and Team B commits a foul in its own end zone, Team A shall be awarded a rouge (1 point) or option. 5. If the ball is loose in the Team B end zone, and Team B commits illegal interference, thus preventing Team A from gaining possession of the ball in the end zone: Penalty: Team A may take possession of the ball as 1st down at the B 10, or at the PLS whichever is closer to the B goal line, or accept any score in the event that Team A recover the ball, or accept a score of 1 or 2 points as applicable and B will put the ball into play in the manner required, or decline the penalty and allow Team B to scrimmage at the PBD if B advances the ball into the field of play."
57,Rule 8,Section 4,Article 2,"Fouls in Opponent’s End Zone a) Team A 1. If Team A commits a foul in the Team B end zone on a play from scrimmage, the penalty shall be applied as though the foul has occurred on the field of play. 2. If the kicking team commits a «restraining zone» foul in the receiving team’s end zone, the penalty shall be applied from the receiving team’s 10-yard line. Exception: Rule 5 Section 4 Article 2 (g). 3. If the ball is loose in the Team B end zone, and Team A commits illegal interference, thus preventing Team B from gaining possession of the ball in the end zone: Penalty: No score, B scrimmage 1D at B 10. b) Team B 1. If Team B commits a foul in the Team A end zone on a play from scrimmage, the penalty shall be applied as though the foul had occurred on the field of play. 2. If an A player fumbles the ball in their own end zone, and while the ball is loose, Team B commits illegal interference, thus preventing Team A from regaining possession in the end zone: Penalty: No score by B. Automatic 1st down for Team A at PLS, or at the 10 yard (10 metre) line, at the option of Team A."
58,Rule 8,Section 5,Article 1,Application of Penalties
58,Rule 6,Section 4,Article 11,"See Rule 6, Section 4, Article 11."
58,Rule 8,Section 5,Article 3,"Foul in End Zone after Intercepted Pass
              See Rule 6, Section 4, Article 11."
58,Rule 8,Section 5,Article 4,"Foul with Ball in End Zone
              a) If Team A commits a foul on the field of play while the ball is in the A end zone, the penalty shall be
                    applied from the PLS (except UR, RP, etc.)
              b) If Team B commits a foul on the field of play while the ball is in the B end zone, the penalty shall be
                    applied from the B10 yard (10 metre) line (except UR, RP, etc.)
              c) If Team A commits a foul on the field of play while the ball is in the B end zone, the penalty shall be
                    applied from the B 10 yard (10 metre) line. Team B may request the ball to be placed at any point on
                    or between the hash marks. (UR, RP, etc may be applied at the 10 yard (10 metre) line or at the PBD).
              d) If Team B commits a foul on the field of play while the ball is in the A end zone, the penalty will be
                    applied at PLS. (UR, RP etc. may be applied at PLS or at the PBD)."
58,Rule 8,Section 5,Article 5,"Foul in the Last Play of Period
              If in any period, time expires during a play in which a foul occurs, the non-offending team has the
              option to:
              a) Accept the penalty, in which case the team entitled to possession shall be required to put the ball
                    into play and the period extended for that play,
              OR
              b) Decline the penalty and accept the play as it terminated, in which case the period is ended.
                    Should the play be terminated by an official’s whistle PRIOR to the ball being put into play, the
                    period shall be extended for another play.
                    If a foul occurs DURING the last play of a period, including a convert, the non-offending team may
                    decline the penalty in order to terminate the period. If the foul is Unnecessary Roughness or Rough
                    Play, the non-offending team will have the option to have the penalty applied in the same period,
                    in which case another play will take place, or to have the penalty applied on the opening play of the
                    next period.
                    If a time count foul occurs on the convert, the penalty will be applied on a repeated convert, with
                    no option to apply the penalty on the kick off.
                    If the last play of the period is a legally scored touchdown, any penalty for UR, RP occurring during
                    the play, or during the interval between the touchdown and the convert, may be applied at the
                    option of the non-offending team as follows:
                          1) on the convert following a touchdown
                    OR 2) on the kick off in the same period
                    OR 3) on a kick off to open the next period
                    If the foul is committed in the end zone, and the penalty for the foul would award a score to the
                    non-offending team, the non-offending team may accept the penalty and the resultant score, and
                    may also elect to terminate the period.
                    If the last play of the period is a legally scored touchdown, Objectionable Conduct or No
                    Mouthguard occurring during the play, or during the interval between the touchdown and the
                    convert, may be applied at the option of the non-offending team, as follows:
                          1) on the convert following the touchdown
                    OR 2) on a kick off to open the next period
                    If the foul is Objectionable Conduct or No Mouthguard, on the convert, the penalty will be applied
                    on the opening play of the next period (Rule 1-11 Penalty, Rule 7-4 Penalty).
                    Note: An offside pass is not a foul and does not extend play."
58,Rule 8,Section 5,Article 8,Application of Penalties
59,Rule 8,Section 5,Article 8,Application of Penalties
59,Rule 8,Section 5,Article 8,Unnecessary Roughness and Rough Play – Points of Application (CB38)
59,Rule 8,Section 5,Article 1,"The distance penalties for Unnecessary Roughness and Rough Play will be applied in addition to the advantage of distance gained and score made. In addition to the distance, an automatic first down will be awarded to Team A for Unnecessary Roughness or Rough Play by Team B, unless it is part of a dual penalty where both infractions are UR or RP. The normal restrictions near the goal line do NOT apply to Unnecessary Roughness and Rough Play. The 15 yard penalty applied from the 16 yard line or closer will take the ball to the 1 yard line."
59,Rule 8,Section 5,Article 2,"Scrimmage Plays – Foul before distance gained The non-offending team shall have the option of having the penalty applied at PLS, DR or of allowing the play to stand and have the penalty applied at PBD, with downs continuing."
59,Rule 8,Section 5,Article 3,"Scrimmage Play – Foul after distance gained The non-offending team shall have the option of having the penalty applied at PBH at the time of the foul, or at the PBD. If the point of application selected results in distance gained, 1st Down will be awarded, the penalty applied, and it will be 1D and 10 at the point following the penalty application."
59,Rule 8,Section 5,Article 4,"Change of Possession – Foul before change Where a foul occurs during a play in which possession changes, before possession is gained, such as on a kick, intercepted forward pass, or fumble recovery - a) Foul before possession is lost – Apply penalty at PLS, point of possession, or PBD at option of non-offending team. b) Ball in flight – Apply penalty at the point of possession or PBD. c) Loose Ball – Apply penalty at PF or at the PP, or PBD as appropriate if the foul is in the area of recovery of the ball, or the recovery of the ball is affected. – Apply penalty at PP if the foul was in an area remote from the point of recovery, where the foul did not affect the recovery of the ball, or at the PBD."
59,Rule 8,Section 5,Article 5,"Change of Possession – Foul occurs after change Where a foul occurs after possession has changed, the non -offending team shall have the option of having the penalty applied at the PBH at the time of the foul, or at the PBD."
59,Rule 8,Section 5,Article 6,"UR or RP in end zone after change of possession If the foul occurs after Team B has gained possession in their own end zone and the ball goes dead in the end zone (exception – Intercepted Forward Pass, Rule 6-4-11). a) UR or RP by Team A before ball is dead. Penalty: No score. UR 15 yard (15 metre) penalty applied at the 10, B 1D and 10 on B 25. RP – 25 yard penalty applied at the 10, B 1D and 10 on 35 and disqualification. b) UR or RP by Team B before ball is dead. Penalty: Score allowed, UR 15 yard (15 metre) penalty, or RP 25 yard (25 metre) and disqualification, applied on the subsequent play. Note: If the B infraction occurs on an intercepted FP by B in the end zone, Rule 6-4-11 applies. c) UR or RP by Team A or B after the ball is dead. Penalty: Score allowed, if applicable. UR 15 yard (15 metre) penalty applied on the subsequent play. RP – disqualification and 25 yard (25 metre) applied on the subsequent play."
59,Rule 8,Section 5,Article 7,"Illegal Interference – Loose Ball When an Unnecessary Roughness or Rough Play foul also constitutes illegal interference, affecting the recovery of a fumble or loose ball: Penalty: – option to the non-offending team – L15 (UR) or L25 (RP) – PF, 1D or – L15 (UR) or L25 (RP) – PBD, 1D (if the non-offending team recovers) Note: First down is awarded for UR or RP by Team B (automatic) or is awarded for the Illegal Interference affecting the recovery of the loose ball by Team A."
60,Rule 8,Section 6,Article 1,Application of Penalties Rule 8 Section 6 Article 1
60,Rule 8,Section 6,Article 7,"Illegal Interference – Loose Ball When an Unnecessary Roughness or Rough Play foul also constitutes illegal interference, affecting the recovery of a fumble or loose ball: Penalty: – option to the non-offending team – L15 (UR) or L25 (RP) – PF, 1D or – L15 (UR) or L25 (RP) – PBD, 1D (if the non-offending team recovers) Note: First down is awarded for UR or RP by Team B (automatic) or is awarded for the Illegal Interference affecting the recovery of the loose ball by Team A."
60,Rule 8,Section 6,Article 8,"Forward Pass Where illegal interference also includes UR or RP: The UR or RP penalty will be added to the distance penalty for illegal interference. Team A – L15 PLS for Ill. Int., plus L15 for UR or L25 (RP), and DR Team B – if PF is less than 15 from PLS – L15 from PF for UR or L25 (RP) , and 1D – if PF is more than 15 from PLS – L15 from PLS for Ill. Int., plus L15 for the UR or L25 (RP), and 1D – if PF is behind the PLS, L15 from PLS for UR or L25 (RP), and 1D"
60,Rule 8,Section 6,Article 9,"Convert The penalty will be applied as follows: (a) Foul by Team A 1. Convert successful – Team B option - – allow score, apply penalty on the kick off. – disallow score, apply penalty at PLS, and repeat convert. – disallow score, repeat convert at PLS, and apply penalty on the kick off. 2. Convert unsuccessful – L15 (or 25) on subsequent kick off. (b) Foul by Team B 1. Convert successful – Team A option – accept score, apply penalty on the kick off – decline score, apply penalty at PLS, and repeat convert – decline score, repeat convert at PLS, and apply penalty on the kick off. 2. Convert unsuccessful – Team A option – apply penalty at PLS and repeat convert – repeat convert at PLS and apply penalty in the kick off"
60,Rule 8,Section 6,Article 10,"Score a) Foul by Team A before score – B option L15 PLS DR, or PBH if the foul occurs after distance gained, or allow score and apply the penalty on subsequent play. b) Foul by Team B before score – A option plus 15 PLS 1D, or PBH if the foul occurs after distance gained, or accept score and apply the penalty on subsequent play. c) Foul by Team A or Team B after score. The score is allowed and the penalty will be applied on the subsequent play. Note: In (a), (b) and (c), if the subsequent play is a convert attempt, the penalty may be applied on the convert or on the kick off following the convert attempt."
60,Rule 8,Section 6,Article 11,"After the Ball is Dead When the foul occurs after the ball has been declared dead, the down has been used, and the penalty shall be applied at the PBD. 1.2 D – Penalty applied at PBD, downs continue (unless the required distance is gained by the play or the penalty is against Team B). 3D – DG – Penalty applied at PBD, Team A 1st D and 10. – DNG – Continuity of downs interrupted. Ball awarded to Team B. Penalty applied at PBD Team B 1D and 10. Note: Piling on is a foul which occurs after the ball is dead. If this occurs on a 3rd D, when DNG, the ball is automatically awarded to Team B when it becomes dead. The piling on foul cannot award the ball back to Team A, so the penalty of the automatic 1st down does not apply."
61,Section 6,Section 6: Dual and Double Fouls,Article 1,Dual Fouls occur when each team commits one or more fouls on the same play.
61,Section 6,Section 6: Dual and Double Fouls,Article 2,"With the exception of Unnecessary Roughness and Rough Play, dual penalties will be administered as follows: a) Both penalties must be accepted for the dual penalty rule to apply. If one team declines the penalty, the remaining penalty is applied as a single penalty. b) If both penalties are accepted, in general, the distance penalties will be adjusted at one of 4 points. These points, as shown in the following articles are – PLS, PBH at the time of the first foul, the Point of Possession (PP) or PBH at time of second foul if the first foul was No Yards, 5-yard version. c) The teams have the option of acceptance of penalty as determined by the sequence in which the offences occurred, e.g. First offence by A – First option to B. d) If one of the dual fouls is a non-distance foul, it shall be applied as a 10 yard (10 metre) penalty – e.g. Illegal F.P. interference by Team B, less than 15 yds (15 metre) from PLS. e) A «restraining zone» foul is an «in flight» foul for the purpose of this rule. f ) Pass Interference by Team B is not an automatic first down in a dual foul situation. g) Where both fouls are UR or RP, the automatic 1D for the B foul will not apply. The distance penalties will be adjusted at the appropriate point of application. h) In balancing dual penalties, where one of the penalties is normally non restricted (Pass Interference, Unnecessary Roughing or Rough Play) the balanced application will be restricted. Example: Team A 2D-10 on B8. A1 goes offside, B1 is called for U.R. Ruling: A offside – 5 yards B UR 15 yards Difference is a 10-yard application which is restricted Possession A 1D and Goal on the B4 i) If first foul is illegal interference on a loose ball, possession will go to the non-offending team and all other penalties will be applied from this spot. Note if both teams commit loose ball interference, the first will be applied as loss of ball, the second as a 10-yard penalty."
